id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D111101822;1;CA;X;SI;SI;X;BR;8
D111101822;2;AU;M;27;SI;X;BR;5
D111101823;1;AU;F;SI;SI;X;BR;8
D111101824;1;MO;M;30;HA;X;BR;8
D111101825;1;MO;F;37;SI;X;BR;5
D111101825;2;AU;M;41;SI;X;BR;7
D111101826;1;MO;M;31;SI;X;BR;2
D111101826;2;ON;M;40;SI;X;BR;2
D111101827;1;AU;X;SI;SI;X;BR;8
D111101827;2;BI;M;54;NE;X;BR;3
D111101828;1;MO;F;23;SI;X;BR;5
D111101829;1;MO;M;23;SI;X;BR;8
D111101829;2;CA;M;32;SI;X;BR;2
D111101830;1;BI;M;22;NE;X;BR;5
D111101830;2;AU;M;21;SI;X;BR;3
D111101831;1;MO;M;21;SI;X;BR;5
D111101831;2;AU;M;61;SI;X;BR;3
D111101832;1;AU;M;34;SI;X;BR;7
D111101832;2;AU;M;33;SI;X;BR;3
D111101833;1;AU;M;14;IN;X;BR;3
D111101834;1;CA;M;41;SI;X;BR;3
D111101834;2;AU;M;38;SI;X;BR;5
D111101834;3;AU;M;32;SI;X;BR;8
D111101834;4;AU;F;72;SI;X;BR;3
D111101835;1;AU;M;43;SI;X;BR;5
D111101835;2;ON;M;36;SI;X;BR;2
D111101835;3;CA;M;40;SI;X;BR;8
D111101836;1;MO;M;20;IN;X;BR;8
D111101836;2;AU;F;42;SI;X;BR;5
D111101837;1;CM;M;24;SI;X;BR;5
D111101837;2;AU;F;36;HA;X;BR;6
D111101838;1;MO;F;SI;SI;X;BR;8
D111101838;2;AU;M;32;SI;X;BR;6
D111101839;1;MO;M;27;SI;X;BR;5
D111101839;2;AU;F;41;SI;X;BR;3
D111101840;1;AU;M;36;SI;X;BR;3
D111101841;1;MC;M;30;HA;X;BR;4
D111101841;2;CM;M;20;HA;X;BR;5
D111101842;1;AU;M;32;SI;X;BR;3
D111101843;1;AU;F;42;HA;X;BR;5
D111101844;1;AU;X;SI;SI;X;BR;8
D111101844;2;MO;M;29;SI;X;BR;5
D111101845;1;AU;M;50;HA;X;BR;4
D111101845;2;MC;M;62;HA;X;BR;3
D111101846;1;CA;M;35;SI;X;BR;3
D111101846;2;CA;M;46;SI;X;BR;3
D111101846;3;AU;M;35;SI;X;BR;3
D111101846;4;AU;F;29;IN;X;BR;5
D111101846;5;AU;M;23;SI;X;BR;5
D111101846;6;AU;M;26;SI;X;BR;3
D111101847;1;AU;X;SI;SI;X;BR;8
D111101847;2;MO;M;29;SI;X;BR;5
D111101848;1;AU;M;50;SI;X;BR;5
D111101849;1;MO;M;32;SI;X;BR;5
D111101849;2;AU;M;35;HA;X;BR;7
D111101850;1;AU;X;SI;SI;X;BR;8
D111101851;1;SI;X;SI;SI;X;BR;8
D111101852;1;SI;X;SI;SI;X;BR;8
D111101853;1;MO;M;23;SI;X;BR;3
D111101853;2;AU;M;31;SI;X;BR;5
D111101854;1;SI;X;SI;SI;X;BR;8
D111101855;1;MO;M;20;SI;X;BR;3
D111101855;2;AU;M;24;SI;X;BR;5
D111101857;1;SI;X;SI;SI;X;BR;8
D111101858;1;MO;M;30;SI;X;BR;5
D111101858;2;AU;M;23;IN;X;BR;5
D111101859;1;AU;M;33;SI;X;BR;3
D111101860;1;AU;M;22;SI;X;BR;5
D111101860;2;AU;M;20;SI;X;BR;5
D111101861;1;MO;M;38;IN;X;BR;3
D111101862;1;MO;M;22;SI;X;BR;5
D111101863;1;MO;F;25;SI;X;BR;5
D111101865;1;BI;M;24;NE;X;BR;5
D111101866;1;MO;M;16;IN;X;BR;3
D111101867;1;ON;M;47;SI;X;BR;3
D111101867;2;MO;M;22;IN;X;BR;5
D111101868;1;MO;X;SI;SI;X;BR;8
D111101869;1;MO;X;SI;SI;X;BR;8
D111101870;1;MO;M;26;SI;X;BR;3
D111101870;2;AU;X;SI;SI;X;BR;8
D111101870;3;OU;M;45;HA;X;BR;3
D111101871;1;AU;M;17;IN;X;BR;3
D111101872;1;MO;M;22;SI;X;BR;5
D111101872;2;AU;F;32;SI;X;BR;5
D111101873;1;AU;M;59;SI;X;BR;3
D111101874;1;MO;M;19;SI;X;BR;8
D111101874;2;AU;M;22;SI;X;BR;8
D111101875;1;AU;M;39;SI;X;AA;5
D111101877;1;AU;M;23;SI;X;BR;5
D111101877;2;AU;M;58;SI;X;BR;2
D111101878;1;CA;M;57;SI;X;BR;2
D111101878;2;AU;X;SI;SI;X;BR;8
D111101879;1;AU;F;35;SI;X;BR;3
D111101879;2;MO;M;36;SI;X;BR;8
D111101880;1;MO;M;22;SI;X;BR;3
D111101880;2;CM;M;35;SI;X;BR;8
D111101881;1;AU;F;20;SI;X;BR;5
D111101881;2;AU;M;34;SI;X;BR;6
D111101882;1;AU;M;38;SI;X;BR;7
D111101882;2;AU;F;40;SI;X;BR;5
D111101883;1;AU;M;54;SI;X;BR;3
D111101883;2;MO;M;28;SI;X;BR;5
D111101884;1;AU;M;21;SI;X;BR;3
D111101885;1;ON;M;SI;SI;X;BR;8
D111101886;1;MO;M;29;SI;X;BR;4
D111101887;1;SI;X;SI;SI;X;BR;8
D111101888;1;BI;M;12;NE;X;BR;2
D111101888;2;AU;M;31;SI;X;BR;3
D111101889;1;AU;M;22;SI;X;BR;5
D111101889;2;AU;M;23;SI;X;BR;5
D111101890;1;AU;M;28;SI;X;BR;7
D111101890;2;MO;M;43;SI;X;BR;8
D111101891;1;AU;M;30;SI;X;BR;3
D111101891;2;MO;M;35;IN;X;BR;3
D111101892;1;AU;F;33;SI;X;BR;5
D111101893;1;MO;M;21;HA;X;BR;3
D111101893;2;AU;M;30;HA;X;BR;5
D111101894;1;MO;M;24;HA;X;BR;2
D111101894;2;AU;F;45;HA;X;BR;6
D111101895;1;MO;M;26;SI;X;BR;5
D111101895;2;AU;M;25;SI;X;BR;5
D111101896;1;MC;X;SI;SI;X;BR;8
D111101897;1;MO;X;SI;SI;X;BR;8
D111101897;2;AU;X;SI;SI;X;BR;8
D111101898;1;MO;M;38;SI;X;BR;5
D111101898;2;AU;M;60;SI;X;BR;3
D111101899;1;MO;M;47;HA;X;BR;3
D111101900;1;MO;M;24;SI;X;BR;5
D111101901;1;AU;M;32;SI;X;BR;5
D111101902;1;AU;M;26;SI;X;SA;5
D111101902;2;MO;M;37;SI;X;BR;3
D111101903;1;SI;M;43;SI;X;BR;5
D111101904;1;MO;M;24;SI;X;BR;6
D111101905;1;AU;M;32;SI;X;BR;2
D111101905;2;MO;M;25;SI;X;BR;3
D111101906;1;MO;M;45;SI;X;BR;3
D111101907;1;SI;M;SI;SI;X;BR;8
D111101907;2;MO;M;26;SI;X;BR;5
D111101908;1;AU;M;23;SI;X;BR;5
D111101908;2;MO;M;18;SI;X;BR;5
D111101909;1;ON;M;29;SI;X;BR;3
D111101911;1;AU;M;36;SI;X;SA;2
D111101912;1;MO;M;16;IN;X;BR;8
D111101912;2;CM;M;40;SI;X;BR;2
D111101913;1;MO;M;35;HA;X;BR;3
D111101913;2;AU;M;62;HA;X;BR;3
D111101915;1;MO;M;23;SI;X;BR;3
D111101915;2;AU;X;SI;SI;X;BR;8
D111101916;1;MO;M;19;SI;X;BR;4
D111101916;2;SI;X;SI;SI;X;BR;8
D111101917;1;MO;X;SI;SI;X;BR;8
D111101918;1;SI;M;SI;SI;X;BR;8
D111101919;1;AU;M;SI;SI;X;BR;8
D111101919;2;MO;M;45;SI;X;BR;2
D111101920;1;MO;M;19;SI;X;BR;8
D111101920;2;AU;M;22;SI;X;BR;8
D111101920;3;CM;M;53;SI;X;BR;3
D111101921;1;MO;M;24;SI;X;BR;4
D111101922;1;MO;M;39;SI;X;BR;3
D111101922;2;AU;M;75;SI;X;BR;3
D111101923;1;MO;M;24;SI;X;BR;4
D111101923;2;AU;X;SI;SI;X;BR;8
D111101923;3;AU;X;SI;SI;X;BR;8
D111101924;1;AU;X;SI;SI;X;BR;8
D111101924;2;MO;M;42;SI;X;BR;2
D111101925;1;AU;M;29;SI;S;BR;7
D111101925;2;CA;M;44;SI;X;BR;3
D111101926;1;MO;M;53;SI;X;BR;2
D111101926;2;AU;M;52;SI;X;BR;3
D111101927;1;AU;M;52;HA;X;BR;5
D111101928;1;MO;M;21;HA;X;BR;4
D111101928;2;CA;M;30;HA;X;BR;8
D111101929;1;MO;M;30;SI;X;BR;5
D111101929;2;AU;M;28;SI;X;BR;3
D111101930;1;MO;M;18;IN;X;BR;5
D111101931;1;MO;M;28;IN;X;BR;3
D111101932;1;MO;X;SI;SI;X;BR;8
D111101932;2;CA;M;59;HA;X;BR;3
D111101933;1;MO;M;16;IN;X;BR;3
D111101934;1;MO;M;17;IN;X;BR;4
D111101934;2;CA;M;25;HA;X;BR;3
D111101935;1;BI;M;44;NE;X;BR;7
D111101936;1;CM;M;42;SI;X;BR;3
D111101936;2;MO;M;45;SI;X;BR;5
D111101937;1;AU;M;29;SI;X;BR;5
D111101938;1;MO;M;25;IN;X;BR;3
D111101939;1;MO;M;25;SI;X;BR;5
D111101940;1;AU;F;SI;SI;X;BR;8
D111101941;1;AU;M;18;SI;X;BR;3
D111101942;1;AU;F;28;SI;X;BR;7
D111101943;1;CA;M;57;HA;X;BR;2
D111101944;1;AU;F;36;SI;X;BR;5
D111101945;1;AU;M;30;SI;X;BR;7
D111101945;2;CM;M;52;HA;X;BR;3
D111101945;3;MO;X;SI;SI;X;BR;8
D111101946;1;AU;M;SI;SI;X;BR;3
D111101947;1;AU;M;53;HA;X;BR;8
D111101947;2;CA;M;28;HA;X;BR;8
D111101948;1;SI;X;SI;SI;X;BR;8
D111101949;1;SI;X;SI;SI;X;BR;8
D111101949;2;BI;M;46;NE;X;BR;3
D111101950;1;OU;M;36;HA;X;BR;5
D111101951;1;MO;M;29;SI;X;BR;7
D111101952;1;MO;M;18;IN;X;BR;5
D111101953;1;MO;M;49;HA;X;BR;5
D111101953;2;AU;M;27;HA;X;BR;5
D111101954;1;MO;M;27;SI;X;BR;8
D111101955;1;CA;M;SI;SI;X;BR;8
D111101956;1;MO;M;16;IN;X;BR;4
D111101957;1;MO;M;17;IN;X;BR;4
D111101957;2;ON;M;SI;SI;X;BR;8
D111101958;1;MO;M;18;SI;X;BR;4
D111101959;1;MO;M;21;SI;X;BR;4
D111101960;1;MO;M;20;SI;X;BR;3
D111101961;1;MO;M;23;SI;X;BR;2
D111101961;2;CA;M;21;SI;X;BR;5
D111101962;1;AU;M;49;SI;X;BR;5
D111101963;1;AU;M;32;SI;X;BR;5
D111101963;2;MO;M;17;IN;X;BR;5
D111101964;1;MO;M;18;SI;X;BR;4
D111101964;2;CM;X;SI;SI;X;BR;8
D111101965;1;MO;M;18;IN;X;BR;4
D111101965;2;ON;M;52;SI;X;BR;4
D111101965;3;AU;M;30;SI;X;BR;3
D111101966;1;MO;M;40;SI;X;SA;2
D111101966;2;CM;M;SI;SI;X;SA;8
D111101967;1;MO;M;60;SI;X;BR;5
D111101968;1;AU;M;35;HA;X;BR;3
D111101968;2;OU;M;37;HA;X;BR;3
D111101969;1;MO;M;33;SI;X;BR;4
D111101969;2;ON;M;26;SI;X;BR;5
D111101970;1;MO;M;21;SI;X;BR;5
D111101971;1;MO;X;SI;SI;X;BR;8
D111101972;1;SI;X;SI;SI;X;BR;8
D111101973;1;MO;M;42;SI;X;BR;5
D111101974;1;MO;M;18;IN;X;BR;5
D111101975;1;CA;M;45;SI;X;BR;2
D111101976;1;MO;M;14;IN;X;BR;2
D111101976;2;AU;M;17;IN;X;BR;4
D111101977;1;AU;X;SI;SI;X;BR;8
D111101977;2;AU;F;57;SI;X;BR;5
D111101978;1;CA;M;53;SI;X;BR;8
D111101979;1;SI;X;SI;SI;X;BR;8
D111101980;1;SI;X;SI;SI;X;BR;8
D111101981;1;MO;M;39;SI;X;BR;2
D111101981;2;MO;M;26;SI;X;BR;3
D111101982;1;MO;M;36;SI;X;BR;3
D111101983;1;AU;X;SI;SI;X;BR;8
D111101984;1;MO;M;32;SI;X;BR;5
D111101985;1;AU;M;45;SI;X;BR;7
D111101986;1;AU;X;SI;SI;X;BR;8
D111101986;2;AU;M;31;SI;S;BR;3
D111101987;1;MO;X;SI;SI;X;BR;8
D111101988;1;AU;X;SI;SI;X;BR;8
D111101988;2;MO;M;22;SI;X;BR;2
D111101988;3;OU;M;54;HA;X;BR;3
D111101989;1;AU;M;SI;SI;X;BR;8
D111101990;1;CA;M;37;SI;X;BR;7
D111101990;2;BI;M;39;SI;X;BR;2
D111101991;1;AU;M;19;SI;X;BR;3
D111101991;2;BI;M;13;NE;X;BR;2
D111101992;1;OU;M;46;HA;X;BR;2
D111101993;1;MO;M;37;SI;X;BR;7
D111101993;2;AU;M;20;SI;X;BR;3
D111101993;3;AU;M;45;SI;X;BR;7
D111101994;1;CA;M;59;SI;X;BR;2
D111101995;1;MO;M;32;SI;X;BR;7
D111101995;2;CA;M;57;SI;X;BR;5
D111101995;3;CM;M;31;SI;X;BR;5
D111101996;1;AU;M;35;SI;X;BR;5
D111101997;1;CM;M;66;SI;X;BR;7
D111101998;1;AU;M;25;SI;X;BR;5
D111101998;2;BI;M;42;NE;X;BR;2
D111101999;1;AU;M;20;HA;X;BR;6
D111102000;1;MO;M;24;SI;X;BR;7
D111102001;1;AU;M;59;HA;X;BR;5
D111102002;1;SI;X;SI;SI;X;BR;8
D111102003;1;AU;M;35;HA;X;BR;5
D111102004;1;AU;X;SI;SI;X;BR;8
D111102004;2;MO;M;46;SI;X;BR;3
D111102005;1;MO;M;31;SI;X;BR;3
D111102006;1;AU;F;26;SI;X;BR;7
D111102007;1;OU;M;32;HA;X;BR;5
D111102008;1;MC;F;35;SI;X;BR;5
D111102009;1;AU;M;29;SI;X;BR;5
D111102010;1;MO;M;39;SI;X;BR;5
D111102011;1;MO;M;27;HA;X;BR;2
D111102011;2;ON;M;51;HA;X;BR;5
D111102012;1;MO;X;SI;SI;X;BR;8
D111102013;1;ON;M;34;SI;X;BR;5
D111200004;1;MO;M;SI;SI;X;BR;8
D111200004;2;CA;M;30;SI;X;BR;4
D111200005;1;MO;M;32;SI;X;BR;5
D111200006;1;MO;F;46;SI;X;BR;7
D111200006;2;AU;F;SI;SI;X;BR;8
D111200007;1;ON;M;39;HA;X;BR;3
D111200008;1;AU;M;28;SI;X;BR;3
D111200008;2;CA;M;53;SI;X;BR;3
D111200009;1;AU;M;52;SI;X;BR;5
D111200010;1;AU;M;39;SI;X;BR;7
D111200012;1;MO;M;26;SI;X;BR;5
D111200013;1;MO;M;31;SI;X;BR;2
D111200014;1;OU;M;SI;HA;X;BR;8
D111200015;1;OU;M;48;HA;X;BR;3
D111200016;1;AU;M;40;SI;X;BR;2
D111200016;2;AU;M;38;SI;X;BR;3
D111200017;1;AU;M;45;SI;X;BR;5
D111200020;1;SI;X;SI;SI;X;BR;8
D111200021;1;AU;M;SI;SI;X;BR;7
D111200022;1;AU;F;80;SI;X;BR;7
D111200022;2;MO;M;36;SI;X;BR;5
D111200023;1;CO;F;SI;SI;X;BR;8
D111200024;1;CM;M;50;SI;X;BR;3
D111200025;1;SI;M;43;SI;X;BR;2
D111200026;1;SI;X;SI;SI;X;BR;8
D111200027;1;MO;M;27;SI;X;BR;5
D111200028;1;AU;M;28;SI;X;BR;3
D111200028;2;MO;M;39;SI;X;BR;3
D111200030;1;CM;X;SI;SI;X;BR;8
D111200030;2;CM;F;SI;SI;X;BR;8
D111200031;1;MO;M;42;SI;X;BR;5
D111200032;1;AU;M;42;SI;X;BR;8
D111200032;2;MO;M;24;SI;X;BR;5
D111200033;1;SI;X;SI;SI;X;BR;8
D111200034;1;AU;F;34;SI;X;BR;7
D111200035;1;AU;M;39;SI;X;BR;5
D111200036;1;OU;M;42;HA;X;BR;3
D111200037;1;OU;M;49;HA;X;BR;3
D111200038;1;MO;F;SI;SI;X;BR;8
D111200039;1;SI;X;SI;SI;X;BR;8
D111200041;1;CM;M;35;SI;X;BR;3
D111200041;2;AU;M;SI;SI;X;BR;8
D111200042;1;MO;M;23;SI;X;BR;5
D111200043;1;AU;M;39;SI;X;BR;3
D111200044;1;CA;M;30;SI;X;BR;2
D111200044;2;AU;M;34;SI;X;BR;6
D111200044;3;CM;M;34;SI;X;BR;5
D111200045;1;AU;M;41;SI;X;BR;3
D111200045;2;BI;M;25;NE;X;BR;8
D111200046;1;AU;F;38;SI;X;BR;3
D111200047;1;MO;M;30;SI;X;BR;8
D111200047;2;AU;F;27;SI;X;BR;5
D111200048;1;CM;M;50;SI;X;BR;3
D111200048;2;MO;M;25;SI;X;BR;3
D111200049;1;AU;M;28;SI;X;BR;3
D111200049;2;AU;M;25;SI;X;BR;6
D111200050;1;MO;M;42;SI;X;BR;3
D111200050;2;OU;M;35;HA;X;BR;3
D111200051;1;MO;M;36;IN;X;BR;3
D111200051;2;AU;M;27;SI;X;BR;3
D111200052;1;MO;M;31;SI;X;BR;3
D111200052;2;AU;M;31;SI;X;BR;7
D111200053;1;MO;M;34;SI;X;BR;5
D111200053;2;AU;M;39;SI;X;BR;5
D111200054;1;MO;M;29;SI;X;BR;8
D111200055;1;AU;M;22;SI;X;BR;6
D111200055;2;OU;M;41;HA;X;BR;5
D111200056;1;MO;M;31;SI;X;BR;5
D111200056;2;AU;F;SI;SI;X;BR;8
D111200057;1;MO;M;34;SI;X;BR;5
D111200057;2;AU;M;SI;SI;X;BR;8
D111200058;1;MO;M;35;SI;X;BR;5
D111200058;2;AU;M;33;SI;X;BR;7
D111200059;1;AU;M;SI;SI;X;BR;8
D111200060;1;MO;M;30;SI;X;BR;5
D111200060;2;AU;M;SI;SI;X;BR;8
D111200061;1;AU;F;35;SI;X;BR;7
D111200061;2;CM;M;SI;SI;X;BR;8
D111200062;1;MO;M;19;HA;X;BR;5
D111200062;2;AU;M;29;HA;X;BR;7
D111200063;1;MO;M;34;SI;X;BR;8
D111200063;2;AU;M;36;SI;X;BR;7
D111200064;1;AU;F;30;SI;X;BR;8
D111200065;1;MO;M;41;IN;X;BR;3
D111200065;2;CM;X;SI;SI;X;BR;8
D111200066;1;OU;M;63;HA;X;BR;2
D111200066;2;AU;M;62;SI;X;BR;2
D111200067;1;MO;M;28;SI;X;BR;5
D111200067;2;OU;M;45;HA;X;BR;3
D111200068;1;OU;M;45;HA;X;BR;3
D111200069;1;AU;M;57;SI;X;BR;6
D111200070;1;AU;M;22;SI;X;BR;7
D111200071;1;AU;F;68;SI;X;BR;7
D111200072;1;AU;M;28;SI;X;BR;5
D111200072;2;AU;M;26;SI;X;BR;7
D111200073;1;OU;M;24;HA;X;BR;3
D111200074;1;MO;M;43;SI;X;BR;3
D111200074;2;OU;M;24;HA;X;BR;5
D111200075;1;AU;X;SI;SI;X;BR;8
D111200076;1;MO;M;23;SI;X;BR;5
D111200077;1;OU;M;42;HA;X;BR;3
D111200078;1;MO;M;49;SI;X;BR;5
D111200080;1;AU;M;32;SI;X;BR;5
D111200081;1;AU;M;63;SI;X;BR;7
D111200081;2;AU;F;68;SI;X;BR;5
D111200081;3;AU;M;27;HA;X;BR;7
D111200081;4;AU;M;58;SI;X;BR;7
D111200082;1;MO;M;34;SI;X;BR;3
D111200082;2;AU;M;40;SI;X;BR;5
D111200083;1;CM;M;47;SI;X;BR;6
D111200083;2;OU;M;57;HA;X;BR;3
D111200084;1;MO;M;26;SI;X;BR;3
D111200084;2;AU;M;SI;SI;X;BR;8
D111200085;1;MO;M;30;SI;X;BR;5
D111200085;2;AU;M;53;SI;X;BR;6
D111200086;1;CM;X;SI;SI;X;BR;8
D111200087;1;MO;F;19;SI;X;BR;5
D111200087;2;AU;F;37;SI;X;BR;5
D111200088;1;OU;M;45;HA;X;BR;8
D111200088;2;OU;M;69;HA;X;BR;3
D111200089;1;AU;M;34;SI;X;BR;5
D111200089;2;BI;M;18;NE;X;BR;3
D111200090;1;AU;M;56;SI;X;BR;3
D111200090;2;MO;M;SI;SI;X;BR;8
D111200091;1;AU;M;21;SI;X;BR;6
D111200092;1;AU;F;27;SI;X;BR;7
D111200093;1;AU;F;SI;SI;X;BR;8
D111200094;1;AU;F;SI;SI;X;BR;8
D111200094;2;MO;M;29;SI;X;BR;5
D111200095;1;AU;M;36;SI;X;BR;7
D111200096;1;SI;X;SI;SI;X;BR;8
D111200097;1;CM;M;44;SI;X;BR;8
D111200099;1;AU;X;SI;SI;X;BR;8
D111200100;1;SI;X;SI;SI;X;BR;8
D111200101;1;SI;X;SI;SI;X;BR;8
D111200102;1;AU;M;25;SI;X;BR;6
D111200102;2;AU;F;25;SI;X;BR;7
D111200103;1;AU;M;27;SI;X;BR;5
D111200104;1;MO;M;32;IN;X;BR;3
D111200104;2;CM;M;32;SI;X;BR;5
D111200105;1;AU;M;69;SI;X;BR;7
D111200105;2;MO;M;35;SI;X;BR;5
D111200106;1;AU;F;39;SI;X;BR;5
D111200106;2;MO;M;21;SI;X;BR;3
D111200107;1;AU;M;38;SI;X;BR;5
D111200107;2;MO;M;26;SI;X;BR;5
D111200108;1;MO;M;23;SI;X;BR;3
D111200110;1;AU;F;42;SI;X;BR;7
D111200110;2;MO;M;SI;SI;X;BR;8
D111200111;1;AU;M;47;SI;X;BR;6
D111200112;1;AU;F;56;SI;X;BR;8
D111200112;2;AU;X;SI;SI;X;BR;8
D111200113;1;AU;F;28;SI;X;BR;7
D111200113;2;MO;M;36;SI;X;BR;5
D111200114;1;AU;M;28;SI;X;BR;7
D111200114;2;MO;M;24;SI;X;BR;5
D111200114;3;AU;F;35;SI;X;BR;7
D111200115;1;AU;M;32;SI;X;BR;7
D111200115;2;MO;M;22;SI;X;BR;5
D111200116;1;CM;M;50;SI;X;BR;7
D111200116;2;BI;M;42;NE;X;BR;5
D111200117;1;MO;M;26;SI;X;BR;5
D111200118;1;CM;M;25;SI;X;BR;7
D111200119;1;AU;M;28;SI;X;BR;7
D111200120;1;MO;M;24;SI;X;BR;3
D111200121;1;AU;M;33;SI;X;BR;5
D111200122;1;AU;M;21;SI;X;BR;4
D111200123;1;AU;M;30;SI;X;BR;5
D111200123;2;MO;M;43;SI;X;BR;3
D111200124;1;AU;M;30;SI;X;BR;8
D111200124;2;AU;X;SI;SI;X;BR;8
D111200125;1;AU;M;58;SI;X;BR;8
D111200125;2;MO;M;23;SI;X;BR;7
D111200126;1;AU;M;32;SI;X;BR;7
D111200126;2;AU;M;29;SI;X;BR;3
D111200127;1;OU;M;38;HA;X;BR;5
D111200127;2;AU;M;52;SI;X;BR;7
D111200128;1;AU;F;47;SI;X;BR;7
D111200128;2;MO;M;31;SI;X;BR;7
D111200129;1;AU;F;33;SI;X;BR;7
D111200129;2;MO;M;28;SI;X;BR;3
D111200130;1;SI;M;36;SI;X;BR;3
D111200131;1;SI;M;41;SI;X;BR;3
D111200132;1;AU;X;SI;SI;X;BR;8
D111200132;2;MO;F;24;SI;X;BR;5
D111200133;1;AU;F;64;SI;X;BR;7
D111200134;1;AU;X;SI;SI;X;BR;8
D111200134;2;MO;M;SI;SI;X;BR;8
D111200135;1;AU;F;52;SI;X;BR;5
D111200136;1;AU;M;21;SI;X;BR;6
D111200137;1;AU;M;16;IN;X;BR;3
D111200138;1;AU;F;30;SI;X;BR;7
D111200139;1;AU;F;23;SI;X;BR;6
D111200139;2;AU;M;37;IN;X;BR;3
D111200140;1;AU;M;24;SI;X;BR;3
D111200140;2;MO;M;22;SI;X;BR;5
D111200142;1;AU;M;24;IN;X;BR;3
D111200142;2;MO;F;SI;SI;X;BR;8
D111200143;1;CM;M;25;SI;X;BR;5
D111200143;2;MO;M;26;SI;X;BR;5
D111200144;1;AU;F;63;SI;X;BR;7
D111200144;2;MO;M;47;SI;X;BR;3
D111200145;1;CM;M;32;SI;X;BR;3
D111200146;1;MO;F;SI;SI;X;BR;8
D111200146;2;MO;F;27;SI;X;BR;5
D111200147;1;AU;M;37;SI;X;BR;5
D111200147;2;AU;M;26;SI;X;BR;5
D111200148;1;AU;M;21;IN;X;BR;5
D111200149;1;AU;M;31;SI;X;BR;5
D111200150;1;MO;M;27;SI;X;BR;5
D111200150;2;AU;M;19;SI;X;BR;5
D111200151;1;AU;M;48;SI;X;BR;7
D111200152;1;AU;F;52;SI;X;BR;2
D111200152;2;AU;M;52;SI;X;BR;7
D111200152;3;AU;M;64;SI;X;BR;3
D111200153;1;AU;F;40;SI;X;BR;5
D111200153;2;OU;M;50;HA;X;BR;5
D111200154;1;SI;X;SI;SI;X;BR;8
D111200155;1;MO;M;31;IN;X;BR;3
D111200155;2;AU;M;32;SI;X;BR;7
D111200156;1;CA;M;40;SI;X;BR;5
D111200157;1;MO;M;25;SI;X;BR;5
D111200158;1;MO;M;27;SI;X;BR;5
D111200158;2;AU;X;SI;SI;X;BR;8
D111200159;1;AU;X;SI;SI;X;BR;8
D111200160;1;CM;M;30;SI;X;BR;5
D111200161;1;AU;M;38;SI;X;BR;7
D111200162;1;AU;M;35;SI;X;BR;5
D111200163;1;MO;M;26;SI;X;BR;3
D111200163;2;AU;X;SI;SI;X;BR;8
D111200164;1;MO;M;26;SI;X;BR;8
D111200164;2;AU;M;30;SI;X;BR;8
D111200165;1;MO;M;35;SI;X;BR;2
D111200165;2;AU;F;22;SI;X;BR;5
D111200166;1;MO;M;28;SI;X;BR;5
D111200166;2;AU;M;29;SI;X;BR;6
D111200167;1;MO;M;32;SI;X;BR;6
D111200167;2;AU;X;SI;SI;X;BR;8
D111200168;1;OU;M;29;HA;X;BR;5
D111200169;1;AU;F;24;SI;X;BR;7
D111200169;2;CA;M;47;SI;X;BR;3
D111200170;1;AU;X;SI;SI;X;BR;8
D111200171;1;MO;M;23;SI;X;BR;3
D111200171;2;ON;M;44;SI;X;BR;2
D111200172;1;MO;M;30;SI;X;BR;5
D111200172;2;AU;F;48;SI;X;BR;5
D111200173;1;AU;M;49;SI;X;BR;7
D111200173;2;AU;M;31;SI;X;BR;5
D111200174;1;AU;M;46;SI;X;BR;3
D111200174;2;CM;M;40;SI;X;BR;5
D111200175;1;MO;M;49;SI;X;BR;3
D111200175;2;ON;M;40;SI;X;BR;4
D111200177;1;OU;M;31;HA;X;BR;2
D111200178;1;CM;M;49;SI;X;BR;7
D111200180;1;MO;M;31;IN;X;BR;2
D111200181;1;MO;M;26;SI;X;BR;8
D111200181;2;AU;M;54;SI;X;BR;7
D111200182;1;CM;M;41;SI;X;BR;5
D111200182;2;BI;M;30;NE;X;BR;3
D111200183;1;MO;F;36;SI;X;BR;8
D111200183;2;AU;M;49;SI;X;BR;7
D111200184;1;OU;M;28;SI;X;BR;5
D111200185;1;MO;M;35;SI;X;BR;3
D111200185;2;AU;M;28;SI;X;BR;5
D111200186;1;CA;M;49;SI;X;BR;3
D111200187;1;AU;M;46;SI;X;BR;5
D111200188;1;SI;X;SI;SI;X;BR;8
D111200188;2;MO;M;34;SI;X;BR;2
D111200189;1;MO;M;35;SI;X;BR;5
D111200190;1;AU;M;35;SI;X;BR;8
D111200191;1;AU;M;38;SI;X;BR;3
D111200192;1;BI;M;54;NE;X;BR;3
D111200192;2;AU;M;49;SI;X;BR;8
D111200193;1;MO;M;34;SI;X;BR;8
D111200193;2;AU;X;SI;SI;X;BR;8
D111200194;1;AU;M;19;IN;X;BR;2
D111200195;1;SI;X;SI;SI;X;BR;8
D111200196;1;AU;M;61;SI;X;BR;2
D111200197;1;OU;X;SI;HA;X;BR;8
D111200198;1;SI;X;SI;SI;X;BR;8
D111200200;1;AU;M;70;HA;X;BR;3
D111200200;2;MO;M;41;SI;X;BR;7
D111200201;1;SI;X;SI;SI;X;BR;8
D111200202;1;MO;M;31;SI;X;BR;8
D111200203;1;AU;F;SI;SI;X;BR;8
