id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D011100344;2;AU;M;66;SI;X;BR;3
D011100345;1;CM;M;22;HA;X;BR;5
D011100346;1;OU;M;45;HA;X;BR;3
D011100347;1;AU;M;24;SI;X;BR;5
D011100347;2;MO;M;40;SI;X;BR;3
D011100348;1;MO;X;SI;SI;X;BR;8
D011100349;1;MO;M;22;SI;X;BR;3
D011100349;2;AU;M;29;SI;X;BR;5
D011100349;3;AU;M;63;SI;X;BR;2
D011100350;1;MO;M;37;SI;X;BR;5
D011100350;2;SI;X;SI;SI;X;BR;8
D011100351;1;OU;M;SI;HA;X;BR;8
D011100352;1;MO;M;25;SI;X;BR;3
D011100352;2;AU;F;61;SI;X;BR;5
D011100353;1;MO;M;26;SI;X;BR;5
D011100353;2;CA;M;31;SI;X;BR;5
D011100354;1;MO;M;28;SI;X;BR;3
D011100354;2;AU;M;44;SI;X;BR;5
D011100355;1;SI;X;SI;SI;X;BR;8
D011100355;2;BI;M;43;NE;X;BR;3
D011100356;1;MO;M;19;SI;X;BR;5
D011100356;2;SI;X;SI;SI;X;BR;8
D011100357;1;MO;M;37;SI;X;BR;5
D011100357;2;MO;M;25;SI;X;BR;5
D011100358;1;SI;X;SI;SI;X;BR;8
D011100360;1;MO;M;26;SI;X;BR;5
D011100362;1;OU;M;SI;HA;X;BR;8
D011100363;1;AU;M;25;SI;X;BR;3
D011100364;1;MO;M;26;SI;X;BR;5
D011100364;2;MO;M;29;SI;X;BR;5
D011100364;3;AU;M;38;HA;X;BR;4
D011100365;1;AU;M;19;SI;X;BR;5
D011100365;2;BI;M;38;NE;X;BR;8
D011100366;1;MO;M;37;SI;X;BR;5
D011100366;2;AU;M;48;SI;X;BR;8
D011100367;1;MO;M;31;SI;X;BR;5
D011100367;2;AU;M;22;IN;X;BR;6
D011100368;1;MO;M;18;IN;X;BR;3
D011100368;2;AU;X;SI;SI;X;BR;8
D011100369;1;AU;M;SI;SI;X;BR;8
D011100369;2;AU;M;37;IN;X;BR;3
D011100370;1;MO;M;31;SI;X;BR;5
D011100370;2;AU;M;37;SI;X;BR;7
D011100371;1;AU;M;37;SI;X;BR;5
D011100372;1;MO;M;40;SI;X;BR;5
D011100373;1;OU;M;52;HA;X;BR;3
D011100374;1;MO;M;27;HA;X;BR;5
D011100374;2;AU;F;61;HA;X;BR;7
D011100375;1;MO;M;37;HA;X;BR;3
D011100375;2;AU;M;18;HA;X;BR;5
D011100376;1;MO;M;26;IN;X;BR;5
D011100376;2;CM;M;48;SI;X;BR;5
D011100377;1;AU;F;25;SI;X;BR;7
D011100378;1;MO;M;25;SI;X;BR;5
D011100378;2;MO;M;36;SI;X;BR;6
D011100379;1;MO;M;37;HA;X;BR;3
D011100379;2;AU;M;51;HA;X;BR;7
D011100380;1;AU;M;63;HA;X;BR;7
D011100380;2;CM;M;21;HA;X;BR;5
D011100381;1;MO;M;22;SI;X;BR;7
D011100381;2;AU;M;39;SI;X;BR;7
D011100381;3;AU;M;29;IN;X;BR;2
D011100382;1;MO;M;22;SI;X;BR;3
D011100382;2;SI;X;SI;SI;X;BR;8
D011100383;1;MO;M;25;SI;X;BR;3
D011100383;2;AU;M;29;SI;X;BR;5
D011100384;1;MO;M;24;HA;X;BR;3
D011100384;2;AU;M;60;HA;X;BR;6
D011100384;3;AU;F;20;HA;X;BR;6
D011100387;1;MO;M;25;SI;X;BR;6
D011100387;2;AU;M;25;SI;X;BR;7
D011100388;1;MO;M;32;HA;X;BR;5
D011100388;2;AU;M;34;HA;X;BR;7
D011100389;1;AU;M;39;SI;X;BR;7
D011100389;2;AU;M;43;SI;X;BR;2
D011100390;1;AU;M;24;SI;X;BR;7
D011100390;2;AU;M;22;SI;X;BR;4
D011100391;1;MO;F;28;SI;X;BR;7
D011100391;2;AU;F;30;SI;X;BR;6
D011100392;1;AU;M;23;SI;X;BR;8
D011100394;1;AU;M;24;SI;X;BR;8
D011100395;1;MO;M;30;SI;X;BR;3
D011100395;2;AU;M;25;SI;X;BR;7
D011100396;1;MO;M;16;IN;X;BR;3
D011100396;2;AU;M;47;HA;X;BR;8
D011100397;1;MO;M;39;SI;X;BR;7
D011100397;2;AU;M;35;SI;X;BR;5
D011100398;1;AU;M;40;SI;X;BR;8
D011100399;1;AU;F;20;SI;X;BR;3
D011100399;2;ON;M;34;SI;X;BR;5
D011100400;1;ON;M;38;SI;X;BR;5
D011100401;1;MO;X;SI;SI;X;BR;8
D011100402;1;MO;M;37;SI;X;BR;3
D011100402;2;OU;M;44;HA;X;BR;3
D011100404;1;MO;M;17;IN;X;BR;3
D011100405;1;MO;M;24;SI;X;BR;5
D011100406;1;AU;F;32;HA;X;BR;5
D011100407;1;MO;M;25;SI;X;BR;5
D011100407;2;AU;M;53;SI;X;BR;5
D011100408;1;MO;M;31;HA;X;BR;3
D011100409;1;OT;M;56;HA;X;BR;3
D011100409;2;CM;M;39;SI;X;BR;5
D011100409;3;SI;X;SI;SI;X;BR;8
D011100410;1;MO;M;39;HA;X;BR;5
D011100410;2;AU;M;29;SI;X;BR;3
D011100411;1;AU;M;59;SI;X;BR;7
D011100412;1;CA;X;SI;SI;X;BR;8
D011100412;2;AU;M;31;SI;X;BR;3
D011100413;1;SI;X;SI;SI;X;BR;8
D011100414;1;MO;M;37;IN;X;BR;3
D011100414;2;OU;M;38;HA;X;BR;5
D011100415;1;MO;M;38;HA;X;BR;5
D011100415;2;ON;M;29;HA;X;BR;3
D011100416;1;MO;M;24;HA;X;BR;3
D011100416;2;OU;M;42;HA;X;BR;3
D011100417;1;MO;M;21;SI;X;BR;8
D011100417;2;AU;M;43;SI;X;BR;8
D011100418;1;MO;M;23;SI;X;BR;3
D011100418;2;AU;M;61;SI;X;BR;3
D011100419;1;MO;M;27;SI;X;BR;2
D011100419;2;CA;M;44;SI;X;BR;5
D011100420;1;MO;M;32;SI;X;BR;5
D011100420;2;AU;M;52;IN;X;BR;7
D011100421;1;MO;M;22;HA;X;BR;5
D011100422;1;MO;M;20;IN;X;BR;3
D011100423;1;MO;M;40;HA;X;BR;3
D011100423;2;AU;M;28;HA;X;BR;7
D011100424;1;AU;M;20;SI;X;BR;5
D011100424;2;AU;M;76;SI;X;BR;8
D011100424;3;AU;F;33;SI;X;BR;5
D011100425;1;AU;M;SI;HA;X;BR;8
D011100425;2;AU;M;54;HA;X;BR;7
D011100425;3;AU;M;SI;HA;X;BR;8
D011100426;1;MO;M;20;IN;X;BR;3
D011100426;2;AU;M;76;SI;X;BR;3
D011100427;1;MO;M;27;SI;X;BR;5
D011100427;2;CM;M;31;SI;X;BR;3
D011100428;1;MO;M;22;SI;X;BR;3
D011100428;2;AU;M;25;SI;X;BR;5
D011100429;1;MO;M;30;HA;X;BR;3
D011100429;2;AU;M;36;HA;X;BR;2
D011100429;3;AU;M;46;HA;X;BR;3
D011100430;1;MO;M;24;SI;X;BR;5
D011100430;2;AU;F;25;SI;X;BR;7
D011100431;1;OU;M;45;HA;X;BR;2
D011100432;1;MO;M;47;SI;X;BR;8
D011100432;2;AU;M;55;SI;X;BR;6
D011100433;1;AU;M;29;SI;X;BR;7
D011100434;1;CM;M;52;SI;X;BR;7
D011100434;2;CM;M;29;SI;X;BR;7
D011100434;3;AU;M;38;SI;X;BR;6
D011100435;1;MO;M;31;SI;X;BR;3
D011100435;2;AU;F;51;SI;X;BR;7
D011100436;1;AU;M;42;IN;X;BR;7
D011100436;2;BI;M;30;NE;X;BR;3
D011100437;1;MO;M;24;HA;X;BR;5
D011100437;2;AU;M;61;HA;X;BR;7
D011100438;1;MO;X;SI;SI;X;BR;8
D011100439;1;AU;M;74;SI;X;BR;8
D011100439;2;AU;F;27;SI;X;BR;7
D011100440;1;MO;M;37;IN;X;BR;3
D011100440;2;AU;X;SI;SI;X;BR;8
D011100441;1;AU;F;26;SI;X;SA;5
D011100441;2;OU;M;37;HA;X;BR;5
D011100442;1;MO;M;SI;IN;X;BR;8
D011100442;2;CM;F;26;SI;X;BR;6
D011100443;1;MO;M;19;SI;X;BR;5
D011100443;2;AU;M;SI;SI;X;BR;8
D011100444;1;OU;M;SI;HA;X;BR;3
D011100445;1;MO;F;35;SI;X;BR;7
D011100445;2;AU;X;SI;SI;X;BR;8
D011100446;1;MO;F;24;SI;X;BR;6
D011100446;2;AU;M;37;IN;X;BR;7
D011100447;1;AU;M;33;HA;X;BR;5
D011100448;1;AU;M;44;HA;X;BR;5
D011100449;1;MO;M;40;SI;X;BR;6
D011100449;2;MO;X;SI;SI;X;BR;8
D011100450;1;CA;M;44;SI;X;BR;3
D011100451;1;MO;M;37;SI;X;BR;5
D011100451;2;AU;M;18;SI;X;BR;5
D011100452;1;AU;M;31;SI;X;BR;3
D011100453;1;MO;M;40;SI;X;BR;7
D011100453;2;AU;X;SI;SI;X;BR;8
D011100454;1;MO;M;28;IN;X;BR;5
D011100454;2;AU;M;66;SI;X;BR;8
D011100455;1;MO;M;25;SI;X;BR;6
D011100455;2;AU;F;SI;SI;X;BR;2
D011100457;1;AU;F;33;SI;X;BR;5
D011100457;2;AU;M;57;SI;X;BR;7
D011100459;1;MO;M;34;SI;X;BR;5
D011100459;2;AU;M;58;SI;X;BR;2
D011100460;1;MO;M;31;SI;X;BR;2
D011100461;1;AU;M;29;SI;X;BR;5
D011100461;2;CM;M;57;SI;X;BR;4
D011100462;1;AU;M;26;SI;X;BR;7
D011100463;1;MO;M;27;SI;X;BR;5
D011100463;2;AU;F;35;SI;X;BR;6
D011100464;1;MO;M;33;SI;X;BR;8
D011100464;2;CM;M;43;SI;X;BR;7
D011100465;1;AU;M;48;SI;X;BR;6
D011100466;1;MO;M;23;SI;X;BR;3
D011100467;1;AU;F;56;SI;X;BR;6
D011100468;1;MO;M;38;SI;X;BR;5
D011100468;2;AU;F;63;SI;X;BR;7
D011100469;1;AU;M;37;SI;X;BR;7
D011100469;2;CA;M;49;SI;X;BR;8
D011100470;1;MO;M;37;SI;X;BR;3
D011100470;2;AU;F;51;SI;X;BR;5
D011100471;1;MO;M;22;SI;X;BR;3
D011100471;2;AU;F;65;SI;X;BR;7
D011100472;1;MO;M;32;SI;X;BR;3
D011100472;2;AU;F;44;SI;X;BR;7
D011100472;3;AU;F;51;SI;X;BR;7
D011100473;1;CM;M;24;SI;X;BR;5
D011100473;2;CM;M;20;SI;X;BR;6
D011100473;3;AU;M;21;SI;X;BR;8
D011100474;1;MO;M;35;SI;X;BR;7
D011100474;2;AU;M;51;SI;X;BR;6
D011100475;1;MO;M;29;SI;X;BR;7
D011100475;2;AU;M;23;SI;X;BR;5
D011100476;1;MO;M;41;SI;X;BR;8
D011100476;2;AU;F;39;SI;X;BR;7
D011100477;1;MO;M;29;IN;X;BR;8
D011100477;2;AU;M;41;SI;X;BR;3
D011100477;3;AU;M;77;SI;X;BR;7
D011100478;1;AU;M;44;SI;X;BR;5
D011100478;2;ON;M;49;SI;X;BR;3
D011100479;1;MO;M;31;SI;X;BR;7
D011100479;2;CM;M;31;SI;X;BR;5
D011100480;1;ON;M;25;SI;X;BR;5
D011100481;1;MO;M;38;SI;X;BR;8
D011100481;2;AU;F;43;SI;X;BR;7
D011100482;1;MO;M;20;SI;X;BR;3
D011100482;2;AU;X;SI;SI;X;BR;8
D011100483;1;MO;M;37;SI;X;BR;3
D011100484;1;MO;F;35;SI;X;BR;7
D011100485;1;AU;M;62;SI;X;BR;2
D011100485;2;AU;M;23;SI;X;BR;7
D011100486;1;OU;M;33;HA;X;BR;5
D011100487;1;MO;M;31;SI;X;BR;7
D011100487;2;AU;M;46;SI;X;BR;5
D011100487;3;AU;M;59;SI;X;BR;7
D011100488;1;MO;M;18;SI;X;BR;3
D011100488;2;AU;F;22;SI;X;BR;5
D011100489;1;MO;M;22;SI;X;BR;5
D011100489;2;AU;M;26;SI;X;BR;7
D011100490;1;AU;M;36;SI;X;BR;3
D011100491;1;AU;X;SI;SI;X;BR;8
D011100492;1;MO;M;44;SI;X;BR;5
D011100492;2;AU;M;30;SI;X;BR;3
D011100493;1;MO;M;45;SI;X;BR;5
D011100493;2;AU;X;SI;SI;X;BR;8
D011100494;1;MO;F;35;SI;X;BR;3
D011100494;2;AU;M;SI;SI;X;BR;8
D011100495;1;MO;M;39;SI;X;BR;3
D011100495;2;AU;M;41;SI;X;BR;5
D011100496;1;AU;F;36;SI;X;BR;7
D011100496;2;CA;M;42;SI;X;BR;3
D011100497;1;AU;X;SI;SI;X;BR;8
D011100498;1;MO;M;28;SI;X;BR;3
D011100499;1;MO;M;20;IN;X;BR;5
D011100499;2;AU;M;23;SI;X;BR;3
D011100500;1;MO;M;27;SI;X;BR;7
D011100500;2;AU;F;SI;SI;X;BR;8
D011100501;1;AU;M;23;SI;X;BR;6
D011100502;1;AU;F;20;SI;X;BR;6
D011100502;2;CM;M;42;SI;X;BR;5
D011100503;1;MO;M;22;SI;X;BR;5
D011100503;2;AU;F;63;SI;X;BR;7
D011100504;1;AU;F;29;SI;X;BR;5
D011100504;2;AU;M;34;SI;X;BR;8
D011100505;1;MO;M;22;SI;X;BR;4
D011100505;2;SI;X;SI;SI;X;BR;8
D011100506;1;MO;M;28;SI;X;BR;5
D011100507;1;MO;M;53;IN;X;BR;3
D011100507;2;CA;X;SI;SI;X;BR;8
D011100508;1;AU;M;29;SI;X;BR;7
D011100509;1;MO;M;48;HA;X;BR;8
D011100509;2;CM;M;31;SI;X;BR;5
D011100510;1;MO;M;31;SI;X;BR;5
D011100510;2;AU;F;52;SI;X;BR;7
D011100511;1;OU;M;24;HA;X;BR;5
D011100512;1;MO;M;20;SI;X;BR;3
D011100512;2;AU;M;22;SI;X;BR;5
D011100513;1;MO;M;24;IN;X;BR;8
D011100513;2;AU;M;33;SI;X;BR;8
D011100514;1;MO;M;55;SI;X;BR;3
D011100515;1;AU;M;22;SI;X;BR;5
D011100515;2;AU;M;59;SI;X;BR;7
D011100516;1;MO;M;20;IN;X;BR;3
D011100516;2;AU;M;34;SI;X;BR;3
D011100517;1;MO;M;31;SI;X;BR;3
D011100517;2;OU;M;48;HA;X;BR;2
D011100518;1;MO;M;25;IN;X;BR;8
D011100518;2;AU;M;34;SI;X;BR;5
D011100519;1;AU;F;25;SI;X;BR;5
D011100520;1;MO;M;18;IN;X;BR;3
D011100521;1;CA;X;SI;SI;X;BR;8
D011100522;1;MO;M;28;IN;X;BR;8
D011100522;2;CM;F;33;SI;X;BR;2
D011100523;1;MO;M;30;SI;X;BR;7
D011100523;2;AU;M;20;SI;X;BR;5
D011100524;1;MO;M;20;SI;X;BR;5
D011100524;2;AU;F;20;SI;X;BR;5
D011100525;1;AU;M;25;SI;X;BR;7
D011100525;2;MO;M;35;SI;X;BR;2
D011100525;3;AU;M;43;SI;X;BR;7
D011100525;4;AU;M;26;SI;X;BR;6
D011100526;1;MO;M;25;SI;X;BR;8
D011100526;2;AU;M;52;SI;X;BR;3
D011100526;3;AU;X;SI;SI;X;BR;8
D011100527;1;MO;X;SI;SI;X;BR;8
D011100527;2;BI;M;17;NE;X;BR;3
D011100528;1;MO;M;37;SI;X;BR;3
D011100528;2;CA;M;41;SI;X;BR;3
D011100529;1;MO;M;16;IN;X;BR;3
D011100529;2;AU;M;57;SI;X;BR;3
D011100530;1;AU;M;45;SI;X;BR;3
D011100530;2;AU;M;38;SI;X;BR;5
D011100531;1;MO;M;25;SI;X;BR;5
D011100532;1;AU;M;65;SI;X;BR;3
D011100532;2;AU;X;SI;SI;X;BR;8
D011100533;1;AU;M;36;SI;X;SA;3
D011100533;2;AU;M;55;SI;X;BR;8
D011100534;1;MO;M;32;SI;X;BR;7
D011100534;2;AU;X;SI;SI;X;BR;8
D011100535;1;AU;F;31;SI;X;BR;5
D011100535;2;AU;M;49;SI;X;BR;3
D011100536;1;AU;M;46;SI;X;BR;7
D011100537;1;MO;M;29;HA;X;BR;3
D011100538;1;MO;X;SI;SI;X;BR;8
D011100538;2;OU;M;40;HA;X;BR;3
D011100539;1;AU;M;26;SI;X;BR;8
D011100540;1;SI;M;31;SI;X;BR;3
D011100540;2;SI;M;65;SI;X;BR;8
D011100541;1;MO;M;26;SI;X;BR;5
D011100542;1;MO;M;38;SI;X;BR;5
D011100542;2;AU;M;74;SI;X;BR;3
D011100543;1;MO;F;44;SI;X;BR;3
D011100543;2;CM;F;36;SI;X;BR;7
D011100544;1;AU;M;35;SI;X;BR;5
D011100544;2;CM;M;29;SI;X;BR;5
D011100544;3;AU;F;44;SI;X;BR;7
D011100545;1;MO;X;SI;SI;X;BR;8
D011100545;2;AU;F;41;SI;X;BR;7
D011100546;1;MO;M;28;SI;X;BR;5
D011100546;2;AU;M;48;SI;X;BR;7
D011100547;1;AU;M;54;SI;X;BR;5
D011100548;1;MO;M;34;SI;X;BR;3
D011100548;2;AU;X;SI;SI;X;BR;8
D011100549;1;AU;M;53;SI;X;BR;5
D011100549;2;AU;M;35;SI;X;BR;5
D011100550;1;MO;M;23;IN;X;BR;5
D011100550;2;AU;F;31;IN;X;BR;7
D011100551;1;MO;M;30;IN;X;BR;7
D011100551;2;CM;F;36;SI;X;BR;7
D011100552;1;AU;M;36;SI;X;BR;7
D011100553;1;AU;M;47;SI;X;BR;5
D011100553;2;CM;M;55;SI;X;BR;2
D011100554;1;MO;M;44;SI;X;BR;5
D011100555;1;MO;M;34;SI;X;BR;3
D011100555;2;ON;X;SI;SI;X;BR;8
D011100556;1;MO;M;26;SI;X;BR;5
D011100556;2;AU;X;SI;SI;X;BR;8
D011100557;1;MO;M;28;SI;X;BR;6
D011100557;2;AU;M;73;SI;X;BR;5
D011100558;1;MO;M;26;SI;X;BR;4
D011100558;2;AU;M;27;SI;X;BR;5
D011100559;1;MO;M;26;SI;X;BR;3
D011100559;2;AU;M;32;SI;X;BR;3
D011100560;1;MO;M;35;IN;X;BR;3
D011100560;2;AU;M;42;IN;X;BR;3
D011100561;1;OU;M;53;HA;X;BR;3
D011100561;2;AU;M;SI;SI;X;BR;5
D011100562;1;AU;M;28;SI;X;BR;7
D011100562;2;AU;M;78;SI;X;BR;8
D011100563;1;MO;M;36;SI;X;BR;5
D011100563;2;AU;M;30;SI;X;BR;3
D011100564;1;AU;F;21;SI;X;BR;6
D011100565;1;AU;F;51;SI;X;BR;7
D011100565;2;CM;M;32;SI;X;BR;5
D011100566;1;AU;X;SI;SI;X;BR;8
D011100566;2;BI;M;30;NE;X;BR;5
D011100567;1;AU;M;22;SI;X;BR;5
D011100567;2;AU;M;56;SI;X;BR;2
D011100567;3;AU;M;44;SI;X;BR;2
D011100568;1;MO;M;20;SI;X;BR;5
D011100568;2;CM;M;SI;SI;X;BR;8
D011100569;1;MO;M;21;SI;X;BR;8
D011100569;2;OU;M;57;HA;X;BR;2
D011100570;1;SI;X;SI;SI;X;BR;8
D011100571;1;MO;M;19;IN;X;BR;3
D011100571;2;AU;M;41;HA;X;BR;3
D011100572;1;MO;M;24;SI;X;BR;4
D011100572;2;CM;X;SI;SI;X;BR;8
D011100573;1;MO;M;SI;SI;X;BR;8
D011100573;2;AU;F;45;SI;X;BR;4
D011100574;1;AU;X;SI;SI;X;BR;8
D011100575;1;MO;M;27;SI;X;BR;3
D011100575;2;AU;F;63;SI;X;BR;3
D011100576;1;MO;M;24;SI;X;BR;3
D011100576;2;AU;M;62;SI;X;BR;3
D011100577;1;SI;X;SI;SI;X;BR;8
D011100578;1;AU;M;38;SI;X;BR;5
D011100578;2;ON;M;40;SI;X;BR;3
D011100579;1;MO;M;29;SI;X;BR;7
D011100579;2;AU;M;42;SI;X;BR;2
D011100580;1;SI;X;SI;SI;X;BR;8
D011100581;1;AU;X;SI;SI;X;BR;8
D011100581;2;AU;M;SI;SI;X;BR;3
D011100581;3;MO;M;29;SI;X;BR;5
D011100582;1;MO;X;SI;SI;X;BR;8
D011100582;2;AU;M;31;SI;X;BR;5
D011100583;1;MO;M;17;IN;X;BR;3
D011100583;2;AU;M;24;SI;X;BR;5
D011100584;1;AU;M;33;SI;X;BR;3
D011100584;2;CA;M;28;SI;X;BR;3
D011100585;1;AU;M;21;SI;X;BR;5
D011100585;2;ON;M;SI;SI;X;BR;8
D011100586;1;MO;M;17;IN;X;BR;3
D011100587;1;AU;M;44;SI;X;BR;2
D011100587;2;BI;M;14;NE;X;BR;2
D011100587;3;AU;M;52;SI;X;BR;3
D011100588;1;MO;M;36;SI;X;BR;3
D011100588;2;AU;M;28;SI;X;BR;5
D011100589;1;MO;X;SI;SI;X;BR;8
D011100590;1;MO;M;19;SI;X;BR;5
D011100590;2;SI;X;SI;SI;X;BR;8
D011100590;3;AU;M;48;IN;X;BR;3
D011100591;1;MO;X;SI;SI;X;BR;8
D011100591;2;AU;M;34;SI;X;BR;3
D011100592;1;MO;M;29;SI;X;BR;3
D011100593;1;AU;M;21;SI;X;SA;5
D011100593;2;AU;M;39;SI;X;BR;6
D011100593;3;MO;M;32;SI;X;BR;5
D011100594;1;AU;F;83;SI;X;BR;8
D011100594;2;AU;F;53;SI;X;BR;4
D011100595;1;MO;M;SI;SI;X;BR;8
D011100596;1;AU;M;SI;SI;X;BR;8
D011100598;1;CM;M;15;IN;X;BR;2
D011100599;1;AU;M;70;SI;X;BR;4
D011100599;2;AU;M;SI;SI;X;BR;8
D011100600;1;MO;M;29;SI;X;BR;8
D011100600;2;OU;M;30;HA;X;BR;2
D011100601;1;MO;M;19;SI;X;BR;5
D011100601;2;AU;M;35;SI;X;BR;3
D011100603;1;MO;M;31;SI;X;BR;7
D011100603;2;AU;M;54;SI;X;BR;5
D011100604;1;MO;M;25;SI;X;BR;5
D011100604;2;AU;M;32;SI;X;BR;3
D011100605;1;CM;X;SI;SI;X;BR;8
D011100606;1;MO;M;20;SI;X;BR;5
D011100607;1;MO;M;22;SI;X;BR;5
D011100607;2;MO;X;SI;SI;X;BR;8
D011100608;1;AU;M;23;SI;X;BR;5
D011100609;1;AU;M;19;IN;X;BR;5
D011100609;2;AU;M;26;SI;X;BR;5
D011100610;1;AU;F;22;IN;X;BR;5
D011100610;2;AU;M;46;SI;X;BR;3
D011100612;1;OU;M;42;HA;X;BR;3
D011100613;1;AU;M;25;IN;X;BR;5
D011100614;1;SI;X;SI;SI;X;BR;8
D011100615;1;MO;M;19;IN;X;BR;8
D011100615;2;AU;M;37;SI;X;BR;8
D011100616;1;MO;M;17;IN;X;BR;3
D011100616;2;SI;X;SI;SI;X;BR;8
D011100617;1;MO;M;28;IN;X;SA;7
D011100618;1;MO;M;33;HA;X;BR;8
D011100618;2;AU;F;37;HA;X;BR;7
D011100619;1;CM;M;38;SI;X;BR;7
D011100620;1;AU;M;36;SI;X;BR;7
D011100620;2;AU;M;38;SI;X;BR;7
D011100621;1;MO;M;26;IN;X;BR;5
D011100621;2;AU;M;48;SI;X;BR;4
D011100622;1;SI;X;SI;SI;X;BR;8
D011100623;1;CA;X;SI;SI;X;BR;8
D011100623;2;BI;M;17;NE;X;BR;1
D011100624;1;MO;M;21;IN;X;BR;3
D011100624;2;AU;M;44;SI;X;BR;5
D011100624;3;AU;X;SI;SI;X;BR;8
D011100625;1;MO;M;37;SI;X;BR;5
D011100625;2;CM;X;SI;SI;X;BR;8
D011100626;1;AU;M;33;HA;X;BR;8
D011100626;2;CA;M;38;HA;X;BR;8
D011100627;1;AU;X;SI;SI;X;BR;8
D011100628;1;MO;M;30;SI;X;BR;8
D011100628;2;CM;M;30;SI;X;BR;4
D011100629;1;AU;M;47;SI;X;BR;3
D011100629;2;AU;M;SI;SI;X;BR;8
D011100630;1;AU;M;32;SI;X;BR;5
D011100631;1;MO;M;26;SI;X;BR;3
D011100632;1;AU;M;79;SI;X;BR;7
D011100632;2;CM;X;SI;SI;X;BR;8
D011100633;1;MO;M;23;IN;X;BR;3
D011100633;2;AU;F;47;SI;X;BR;8
D011100634;1;MO;M;26;SI;X;BR;5
D011100634;2;AU;F;27;SI;X;BR;5
D011100635;1;MO;M;34;SI;X;BR;3
D011100635;2;AU;F;47;IN;X;BR;7
D011100636;1;AU;M;29;SI;X;BR;5
D011100636;2;AU;M;26;SI;X;BR;4
D011100636;3;CM;M;43;SI;X;BR;5
D011100637;1;AU;M;37;SI;X;BR;3
D011100638;1;MO;M;39;SI;X;BR;5
D011100638;2;AU;M;38;SI;X;BR;5
D011100639;1;MO;M;27;IN;X;BR;2
D011100640;1;OU;X;SI;SI;X;BR;8
D011100641;1;MO;M;23;SI;X;BR;5
D011100641;2;CM;M;34;SI;X;BR;5
D011100642;1;MO;M;30;SI;X;BR;3
D011100642;2;AU;M;55;SI;X;BR;7
D011100643;1;MO;M;58;SI;X;BR;7
D011100643;2;AU;M;25;HA;X;BR;5
D011100644;1;MO;M;30;SI;X;BR;3
D011100644;2;AU;X;SI;SI;X;BR;8
D011100645;1;MO;M;25;SI;X;BR;7
D011100645;2;AU;M;22;SI;X;BR;5
D011100645;3;JI;M;49;SI;X;BR;7
D011100646;1;MO;M;29;SI;X;BR;5
D011100646;2;AU;M;18;SI;X;BR;6
D011100647;1;MO;M;38;SI;X;BR;2
D011100647;2;AU;F;39;SI;X;BR;7
D011100648;1;MO;M;29;SI;X;BR;7
D011100648;2;MO;M;28;SI;X;BR;5
D011100649;1;MO;M;31;SI;X;BR;5
D011100650;1;MO;M;20;SI;X;BR;3
D011100650;2;OU;M;55;HA;X;BR;2
D011100651;1;MO;M;27;SI;X;BR;5
D011100651;2;MO;M;25;SI;X;BR;5
D011100651;3;CM;F;55;SI;X;BR;7
D011100652;1;MO;M;33;SI;X;BR;5
D011100652;2;AU;M;53;SI;X;BR;3
D011100653;1;CA;M;26;SI;X;BR;3
D011100654;1;MO;M;25;SI;X;BR;6
D011100654;2;AU;F;36;SI;X;BR;5
D011100655;1;MO;M;27;SI;X;BR;5
D011100655;2;AU;X;SI;SI;X;BR;8
D011100656;1;MO;M;34;SI;X;SA;5
D011100656;2;AU;M;24;SI;X;BR;5
D011100657;1;MO;M;24;SI;X;BR;5
D011100657;2;AU;M;49;SI;X;BR;3
D011100658;1;OU;M;35;HA;X;BR;3
D011100659;1;MO;M;29;SI;X;BR;5
D011100659;2;MO;M;21;SI;X;BR;5
D011100660;1;MO;M;33;SI;X;BR;3
D011100660;2;AU;F;47;SI;X;BR;7
D011100660;3;AU;M;62;SI;X;BR;7
D011100660;4;AU;M;54;SI;X;BR;3
D011100660;5;AU;X;SI;SI;X;BR;8
D011100661;1;MO;M;28;SI;X;BR;3
D011100661;2;AU;M;59;SI;X;BR;2
D011100662;1;MO;M;37;SI;X;BR;7
D011100662;2;AU;M;24;SI;X;BR;5
D011100663;1;MO;M;28;SI;X;BR;5
D011100664;1;MO;M;37;SI;X;BR;3
D011100664;2;CM;M;26;SI;X;SA;5
D011100664;3;AU;M;50;SI;X;BR;7
D011100665;1;AU;F;34;SI;X;BR;3
D011100666;1;MO;X;SI;SI;X;BR;8
D011100666;2;AU;F;31;SI;X;BR;5
D011100667;1;MO;M;39;SI;X;BR;3
D011100667;2;AU;X;SI;SI;X;BR;8
D011100668;1;MO;M;25;SI;X;BR;5
D011100668;2;AU;X;SI;SI;X;BR;8
D011100669;1;MO;M;24;HA;X;BR;5
D011100669;2;AU;M;24;HA;X;BR;7
D011100670;1;CM;M;21;SI;X;BR;5
D011100671;1;MO;M;21;HA;X;BR;3
D011100671;2;AU;M;65;SI;X;BR;3
D011100672;1;MO;F;31;IN;X;BR;5
D011100673;1;AU;F;43;SI;X;BR;7
D011100673;2;AU;M;59;SI;X;BR;5
D011100674;1;MO;M;32;SI;X;BR;5
D011100674;2;SI;X;SI;SI;X;BR;8
D011100674;3;AU;M;30;SI;X;BR;3
D011100675;1;AU;M;45;SI;X;BR;5
